permit_number,issued_date,site_address,sub_type,work_type,contractor,description,valuation
MI270154,2023-02-24,6121 Baker Rd 108,Commercial/Ind,Remodel/Alteration,THE BAINEY GROUP,"Interior Tenant Remodel SPALON SUITE 237,400",108
MI270484,2023-02-24,4573 Woodridge Rd,Single Family,Maintenance/Repair,STANDARD WATER CONTROL SYSTEM INC,"3 existing opening we will cut bigger opening14,750",
MI268911,2023-02-24,3914 Oak Rd,Single Family,Remodel/Alteration,COHEN GENERAL CONTRACTING LLC,"Remodel total. 2 baths, 1 kitchen, windows, 1 header replaced over garage",25000
MI270452,2023-02-24,11911 Live Oak Dr,Single Family,Remodel/Alteration,FUSION HOME IMPROVEMENT LLC,kitchen/bath remodel,110000
MI270482,2023-02-24,16515 Prospect Pl,Single Family,Remodel/Alteration,SILVERLAND REMODELING LLC,"Demo existing bathroom create master bathroom and guest bathroom, remodel kitchen, 2 exterior doors",74500
MI270257,2023-02-23,2863 Hedberg Dr,Commercial/Ind,Addition,,Addition of Dish Wireless equipment on existing tower owned by Crown Castle.,20000
MI270106,2023-02-23,2967 Tonka Tr,Single Family,Remodel/Alteration,Patrick Clint,Remodel Kitchen and Living Room,25000
MI270416,2023-02-23,11550 Oberlin Rd,Single Family,Remodel/Alteration,RED DOOR RENOVATIONS LLC,Kitchen remodel with wall removals: one load bearing and the non load bearing.,35000
MI270419,2023-02-23,16317 Pine St,Single Family,Remodel/Alteration,LECY BROS HOMES,"new siding, replace 5 windows, remodel master suite & hall bath",70000
MI270430,2023-02-23,5938 Bren Cir,Single Family,Remodel/Alteration,MDS REMODELING LLC,Bathroom Remodel,23000
MI270147,2023-02-22,11367 Fairfield Rd,Multi Family Apts/Condos,Remodel/Alteration,"RESTORATION CONTRACTORS, INC.",Remodel Interior sheetrock walls due to fire/water damage,400331
MI270424,2023-02-22,15012 Cherry La,Single Family,Remodel/Alteration,Jonathan C Currier,Fireplace framing and basement hobby room,4000
MI269980,2023-02-21,12928 Minnetonka Blvd,Commercial/Ind,Remodel/Alteration,ROWE WILLIAM THOMAS,White Shell build out with new ADA bath SHELL ONLY,15000
MI269693,2023-02-21,5020 Clear Spring Dr,Single Family,Addition,Bjork Construction Inc,Addition above exiting garage,120000
MI270374,2023-02-21,183 Willoughby Way W,Single Family,Maintenance/Repair,Pella Northland,Replacing Triple sliding patio door- no changes to rough opening,12449
MI270379,2023-02-21,15914 Woodgate Rd N,Single Family,Maintenance/Repair,Window Outfitters Inc,replace 6 windows,16772
MI270392,2023-02-21,1600 Hill Ridge Ter,Single Family,Maintenance/Repair,Home Depot Usa Inc,Remove and replace 1 entry door same size no structural change,3523
MI270394,2023-02-21,10911 Sumac La,Single Family,Maintenance/Repair,Viking Contractors Llc,tear off and re roof house,24000
MI270401,2023-02-21,18717 Covington Rd,Single Family,Maintenance/Repair,K Designers - Judson Enterprises,"6 windows, inserts, no change in rough opening",7898
MI270408,2023-02-21,17100 Creek Ridge Pass,Single Family,Maintenance/Repair,Jack J Bleet,Exterior DOOR AND SKYLIGHT SAME SIZE,2000
MI270431,2023-02-21,17182 Sandy La,Single Family,Maintenance/Repair,Renewal By Andersen Llc,Replace 12 windows within existing openings.,39385
MI270432,2023-02-21,9608 Lonsdale Cir,Single Family,Maintenance/Repair,Renewal By Andersen Llc,Replace 3 windows and 1 patio door within existing openings.,16674
MI270433,2023-02-21,5221 Silver Maple Cir,Single Family,Maintenance/Repair,Renewal By Andersen Llc,Replace 4 windows and 1 patio door within existing openings.,19633
MI270434,2023-02-21,3959 Hunters Hill Way,Single Family,Maintenance/Repair,Renewal By Andersen Llc,"Replace 1 patio door within existing opening.8,549",
MI269587,2023-02-21,3516 Therese St,Single Family,Remodel/Alteration,TOM MASON CONSTRUCTION INC,Remove existing cabinets and one wall add beam (kitchen),38000
MI269780,2023-02-21,4553 Ellerdale Rd,Single Family,Remodel/Alteration,Randal J Louwagie,Bathroom Renovation,15000
MI270384,2023-02-21,3540 Robinwood Ter,Single Family,Remodel/Alteration,AMERICAN WATERWORKS,"Intalling 4 Geo-Lock anchors, 53' drain tile; 53' vapor barrier; 1 sump pump",13191
MI270315,2023-02-17,13803 Inverness Rd,Single Family,New,HAVEN BUILDERS LLC,finish work on new home REF OLD PERMIT 0,258184
MI270356,2023-02-17,13421 Pepperwood Cir,Single Family,Remodel/Alteration,MAD CITY HOME IMPROVEMENT LLC,REPLACING SHOWER,4612
MI270339,2023-02-16,18614 Clear View Dr,Single Family,Maintenance/Repair,A Pane In The Glass Construction Llc,1 window & 2 patio doors in existing openings,10000
MI270348,2023-02-16,14735 Oakways Ct,Single Family,Maintenance/Repair,HOME DEPOT USA INC,Remove and replace 1 window same size no structural change,9149
MI270232,2023-02-16,4624 Highland Rd,Single Family,Remodel/Alteration,ROELOFS REMODELING & RENOVATION,INC Convert existing solarium to cover porch,12500
MI270314,2023-02-16,3579 Park Valley Rd,Single Family,Remodel/Alteration,BUILT LLC,"Replace kitchen cabinets, counters, back splash, keeping same layout",35000
MI270350,2023-02-16,14619 Oakwood Rd,Single Family,Remodel/Alteration,Maria I Flores,Interior demolition only 0,
MI270007,2023-02-15,9 Westwood Cir,Single Family,Remodel/Alteration,CCR HOMES INC,Remodel interior of home remove and replace same for same,151000
MI270266,2023-02-15,2107 Sheridan Hills Rd,Single Family,Remodel/Alteration,CORDOBA CLEANING & SERVICES LLC,Kitchen Remodeling,30000
MI270301,2023-02-15,16600 Temple Dr N,Single Family,Remodel/Alteration,AMERICAN WATERWORKS,Foundation repair- stabilizing walls,12653
MI270288,2023-02-14,2211 Pine Island Rd,Single Family,Maintenance/Repair,Scherer Brothers,Replacing a patio door and 1 window,10305
MI270297,2023-02-14,4100 Skyview Rd,Single Family,Maintenance/Repair,Air Pro Llc,Relining a masonry wood fireplace. Removing clay tiles and replacing with stainless steel liner.,4500
MI270304,2023-02-14,4721 Deerwood Dr,Single Family,Maintenance/Repair,Pella Northland,Replacing 5 windows-no changes to rough openings,6250
MI270305,2023-02-14,12000 Briar La,Single Family,Maintenance/Repair,Pella Northland,Replacing 1 window-no changes to rough opening,4186
MI269893,2023-02-13,16716 Blenheim Way,Single Family,Addition,BOYER BUILDING CORP,2-story garage addition,550000
MI270246,2023-02-13,2700 Breckenridge Rd,Single Family,Maintenance/Repair,Twin Cities Siding Professionals Operating Co,Llc,30101
MI270079,2023-02-13,2801 Saddlebrooke Cir,Single Family,Remodel/Alteration,SILVERLAND REMODELING LLC,"replace cabinets, new dishwasher, replace sink and faucet. Replace powder room vanity",28500
MI270198,2023-02-13,3975 Hunters Hill Way,Single Family,Remodel/Alteration,LECY BROS HOMES,remodel 3 BA; install 6 new windows; replace decking/rail on deck 2 posts at porch,100000
MI270222,2023-02-10,5836 Bellham Ave,Single Family,Maintenance/Repair,Minnesota Rusco,Replacing five windows in existing openings.,12777
MI270098,2023-02-10,5736 Scenic Heights Dr,Single Family,Remodel/Alteration,DONNELLYS CARPENTERS AND CRAFTSMEN,Bathroom CORPORATION Remodel,22125
MI270190,2023-02-10,14012 Royal Ct,Single Family,Remodel/Alteration,HALE BUILT HOMES LLC,Kitchen remodel including removing soffits and repairing the sheetrock.,7650
MI270221,2023-02-10,13705 Wood La,Single Family,Remodel/Alteration,TOM CAMPION CONSTRUCTION LLC,"East and West Bath Remodels, Same Footprint. Demo, new tile, new fans",38183
MI269677,2023-02-09,4525 Williston Rd,Commercial/Ind,Remodel/Alteration,,Dish Wireless Co-Location on Water Tower,50000
MI270181,2023-02-09,5114 St Marys Pl,Single Family,Maintenance/Repair,Legacy Restoration Llc,1 Bay Window in SAME FRAME opening,8166
MI269954,2023-02-09,4301 Ridge Ct,Single Family,Remodel/Alteration,CRAFTMASTERS REMODELING,To remodel two hallway closets and kitchen pantry into a guest bath,18000
MI270133,2023-02-09,10214 Mildred Ter,Single Family,Remodel/Alteration,XPAND INC,Kitchen Remodel,45000
MI270159,2023-02-09,10001 Windsor Lake La,Single Family,Remodel/Alteration,RIVERVIEW HOME IMPROVEMENT LLC,Kitchen remodel,60000
MI270164,2023-02-09,3955 Brown La,Single Family,Remodel/Alteration,Scott Nagel,Full house remodel of main and basement levels,33000
MI270195,2023-02-09,10301 Cedar Lake Rd 201,Single Family,Remodel/Alteration,MAD CITY HOME IMPROVEMENT LLC,Replacing tub with shower. Exposing part of shared wall will reinsulate to code.,4550
MI270162,2023-02-08,2430 Meeting St,Single Family,Maintenance/Repair,Revision Llc,,62000
MI270169,2023-02-08,11612 Fetterly La,Single Family,Maintenance/Repair,Lindus Construction,1 patio door in existing opening,9000
MI270101,2023-02-08,3301 Highland Ave,Single Family,Remodel/Alteration,HONOR KNIGHT,"ReMOVE CLOSET WALL SOFFITS KITCH, SHEET ROCK OUTSIDE WALL INSULATE",16000
MI270123,2023-02-08,13020 Woodbridge Tr,Single Family,Remodel/Alteration,R A UNGERMAN CONSTRUCTION INC,Fire/smoke restoration with minor framing repairs,75000
MI269678,2023-02-07,4350 Baker Rd 400,Commercial/Ind,Tenant Finish,CRAWFORD MERZ LLC,interior finish remodel,430000
MI270146,2023-02-07,14901 Mcginty Rd W,Single Family,Maintenance/Repair,INCLINE ENTERPRISES,SIDING REPLACEMENT,11300
MI270153,2023-02-07,14268 Coronet Dr,Single Family,Maintenance/Repair,"Builders & Remodelers, Inc",2 Windows 1 Door both in the same size opening,4197
MI270156,2023-02-07,5100 Norman Dr,Single Family,Maintenance/Repair,Crew 2 Inc,1 exterior door and 1 exterior patio door replacement no alterations to opening,3166
MI269483,2023-02-07,11924 James Rd,Single Family,Remodel/Alteration,ANCHOR BUILDERS,"Demo existing detached garage, remove existing roof system and install new design, add 2 bedroom",825600
MI269967,2023-02-07,16160 Lake St Extension,Single Family,Remodel/Alteration,Bryan W Anderson,Convert attached garage to part of house,25000
MI270006,2023-02-07,4926 Royal Oaks Dr,Single Family,Remodel/Alteration,NEW SPACES,Kitchen Remodel with Lower level and bathroom remodel,60000
MI270053,2023-02-07,2210 Isengard,Single Family,Remodel/Alteration,PHI DECKS,Replace existing deck w/ existing footings,45000
MI270118,2023-02-07,5213 Scott Ct,Single Family,Remodel/Alteration,AMERICAN WATERWORKS,"34' Vapor barrier, 13' vapor barrier with stud wall addon, 7 Carbon Armor, 21' full wall demo",6693
MI270155,2023-02-07,5225 Silver Maple Cir,Townhouse Units,Maintenance/Repair,Window World,REPLACING 1 WINDOW IN EXISTING OPENING,1550
MI268325,2023-02-06,4116 Co Rd No 101,Single Family,Maintenance/Repair,Kyle J Muehlberg,"1 window replaced with lager egress window.3,000",
MI270107,2023-02-06,13810 Hill Ridge Dr,Single Family,Maintenance/Repair,Michael D Thurnblom,East flat roof section- Remove existing EPDM memberrane. mechanically fasten additional insulation,9000
MI270121,2023-02-06,10214 Mildred Ter,Single Family,Maintenance/Repair,XPAND INC,Window Replacement and siding-VALUATION ADJUSTMENT,75000
MI270126,2023-02-06,5101 Kimberly Rd,Single Family,Maintenance/Repair,Renewal By Andersen Llc,"Replace 6 windows within existing openings.14,973",
MI270127,2023-02-06,4381 Marlborough Ct,Single Family,Maintenance/Repair,Renewal By Andersen Llc,Replace 1 window and 1 patio door within existing openings.,9645
MI270128,2023-02-06,2821 Copperfield Cir,Single Family,Maintenance/Repair,Renewal By Andersen Llc,"Replace 2 windows within existing openings.11,680",
MI270129,2023-02-06,3830 Cottage La,Single Family,Maintenance/Repair,Renewal By Andersen Llc,Replace 11 windows within eixsting openings.,38568
MI270130,2023-02-06,11505 Fetterly Rd W,Single Family,Maintenance/Repair,Renewal By Andersen Llc,Replace 1 window within existing opening.,5222
MI270135,2023-02-06,9717 Cimarron Tr,Single Family,Maintenance/Repair,Lindus Construction,1 entry door in existing opening.,3000
MI269736,2023-02-06,5809 Lake Rose Cir,Single Family,Remodel/Alteration,Daniel Cameron,Kitchen Remodel,50000
MI269835,2023-02-06,18090 Covington Rd,Single Family,Remodel/Alteration,EXECUTIVE REMODELING,Finish a Basement,64600
MI270038,2023-02-06,5816 Covington Ter,Single Family,Remodel/Alteration,MINNESOTA RUSCO,Demo existing. Install new shower system and wall surround.,7711
MI270069,2023-02-06,12604 James Rd,Single Family,Remodel/Alteration,"Hearth & Home Technologies, LLC",install wood burning fireplace,5278
MI270086,2023-02-03,6000 Covington Ter,Townhouse Units,Maintenance/Repair,MINNESOTA ROOFING COMPANY,Tear Off/Reroof,16000
MI270087,2023-02-03,6012 Covington Ter,Townhouse Units,Maintenance/Repair,MINNESOTA ROOFING COMPANY,Tear Off/Reroof,16000
MI269848,2023-02-02,12239 Wayzata Blvd,Commercial/Ind,Remodel/Alteration,ADVANCED RETAIL CONSTRUCTION INCtenant,improvement TEMPUR PEDIC,600457
MI268998,2023-02-02,2326 Oakland Rd,Single Family,New,"GONYEA HOMES, INC.",Construction of new home,1153998
MI270015,2023-02-01,15934 Windermere Pl,Single Family,Maintenance/Repair,Twin Cities Siding Professionals Operating Co,Llc,23985
MI270016,2023-02-01,15934 Windermere Pl,Single Family,Maintenance/Repair,Twin Cities Siding Professionals Operating Co,Llc 14 windows in existing openings,16301
MI270030,2023-02-01,15800 Highwood Dr,Single Family,Maintenance/Repair,Ms Relocation Services Incorporated,Tear off and re-roof,8000
MI270031,2023-02-01,15800 Highwood Dr,Single Family,Maintenance/Repair,MS RELOCATION SERVICES INCORPORATED,SIDING,12000
MI270040,2023-02-01,11140 Abbott La,Single Family,Maintenance/Repair,Window World,Replacing 1 patio door in existing opening,4285
MI269929,2023-02-01,14121 Woodhaven Rd,Single Family,Remodel/Alteration,GREAT LAKES WINDOW & SIDING,Bathroom Remodel,9000
MI269981,2023-02-01,4220 Winchester Ct,Single Family,Remodel/Alteration,John N Grimm,"Remodel a small (7'4"" x 4'7"") master bath.",7000
MI268612,2023-01-31,13181 Ridgedale Dr,Commercial/Ind,Remodel/Alteration,CUE LABS LLC,Retail Tenant Improvement. Conversion of Office Space to Grab and Go Cookie Bakery,200000
MI270005,2023-01-31,13635 Excelsior Blvd,Single Family,Maintenance/Repair,Home Depot Usa Inc,"Remove and replace 3 windows, same size no structural change",6240
MI267633,2023-01-30,5650 Scenic Heights Dr,Commercial/Ind,Remodel/Alteration,MORCON CONSTRUCTION,Convert part of an existing gym to a classroom.,255610
MI269941,2023-01-30,5721 Covington Cir,Single Family,Maintenance/Repair,Nathan Busse Construction Llc,Front Porch Stone work,6500
MI269942,2023-01-30,5721 Covington Cir,Single Family,Maintenance/Repair,Nathan Busse Construction Llc,Replace Siding,30000
MI269565,2023-01-27,1805 Plymouth Rd 104,Commercial/Ind,Remodel/Alteration,"STRACK CONSTRUCTION COMPANY, INC.Interior",non-structural selective demolition,10000
MI269928,2023-01-27,10001 Windsor Lake La,Single Family,Maintenance/Repair,Riverview Home Improvement Llc,1 window replaced in same opening,1000
MI269932,2023-01-27,5985 Rowland Rd 202,Single Family,Maintenance/Repair,Scherer Brothers,1 window,3374
MI269940,2023-01-27,16678 Meadowbrook La,Single Family,Maintenance/Repair,FINISH LINE PREMIER WINDOW & DOOR,CO 8 WINDOWS LLC EXISTING OPENINGS,14000
MI269608,2023-01-27,3418 Elmwood Pl,Single Family,Remodel/Alteration,Mary L Dvorak,2 egress windows new openings,4400
MI269621,2023-01-27,15217 Lake Rose La,Single Family,Remodel/Alteration,JENNEY CONSTRUCTIONS LLC,Install one window centered on the dining room wall.,3000
MI269925,2023-01-27,4913 Mayview Rd,Single Family,Remodel/Alteration,NBD RE Holdings LLC,ReMODEL HOME ALL AREAS ROOF see Permit 262132,1000
MI269909,2023-01-26,15502 Post Rd,Single Family,Maintenance/Repair,Scherer Brothers,Replacing 5 windows and 1 patio door,23540
MI269639,2023-01-26,13222 Dahlgren Rd,Single Family,Remodel/Alteration,SICORA DESIGN BUILD,Basement and main level fireplace area cosmetic refresh,63600
MI268148,2023-01-25,12437 Wayzata Blvd,Commercial/Ind,Remodel/Alteration,ACTION FENCE INC,Installing Fence,20000
MI269895,2023-01-25,14620 Orchard Rd,Single Family,Maintenance/Repair,Window Concepts Of Mn Inc,replacing 1 existing patio door,3680
MI269904,2023-01-25,4814 Woodhill Rd,Single Family,Maintenance/Repair,Thull Construction Inc,23 windows in existing openings,75000
MI269905,2023-01-25,4814 Woodhill Rd,Single Family,Maintenance/Repair,Thull Construction Inc,Replace Siding,17000
MI269559,2023-01-25,4837 Ridge Rd,Single Family,Remodel/Alteration,WINDOW CONCEPTS OF MN INC,"Replacing bathtub, wall surround and fixtures3,775",
MI269652,2023-01-25,4624 Sparrow Rd,Single Family,Remodel/Alteration,A SADOWSKI BUILD LLC,Remodel portion of lower level where bedrooms and bathroom are located.,85100
MI269760,2023-01-25,14008 Laurel Rd,Single Family,Remodel/Alteration,SHEPS CONSTRUCTION INC,"Kitchen, mudroom and pantry remodel",30000
MI269861,2023-01-24,13521 Mcginty Rd E,Single Family,Maintenance/Repair,Lindus Construction,1 window existing opening,6000
MI268962,2023-01-24,17840 Tioga Tr,Single Family,Remodel/Alteration,DOUG DZURIK CONSTRUCTION INC,Remodel Master Bathroom/Fixtures to remain in existing locations/Install new Mantle Surround,9440
MI269786,2023-01-24,10408 Crestridge Dr,Single Family,Remodel/Alteration,CUSTOM WOOD CRAFT ETC,Bathroom fixture change out and tub to shower move shower wall,40000
MI269873,2023-01-24,5105 Stoney Bridge Ct,Townhouse Units,Maintenance/Repair,Capital Construction Llc,Replace 4 existing windows,13796
MI269874,2023-01-24,5109 Stoney Bridge Ct,Townhouse Units,Maintenance/Repair,Capital Construction Llc,Replace 6 existing windows,20694
MI269583,2023-01-23,701 Carlson Pkwy,Commercial/Ind,Remodel/Alteration,GARDNER BUILDERS,Extend 11th floor corridor to the existing patio so there is direct elevator and stair access,50000
